epoch,train_loss,val_loss
0,0.022412998014078138,0.016854569875210036
1,0.017910998471920736,0.01668232846903898
2,0.01770616232624574,0.018968572193905173
3,0.017490703350127992,0.020519747380234734
4,0.01730813204855046,0.020636360974226525
5,0.01721080889448823,0.016639336768159832
6,0.017146342058660412,0.017258098963108183
7,0.017020426026225624,0.016407141831882324
8,0.01694339093867815,0.018945381230931136
9,0.016887565440889835,0.017800232882280765
10,0.01684222372772839,0.017561356003052028
11,0.01683376371833515,0.01696278548637486
12,0.016853639744197995,0.016541331879072484
13,0.016744370963710446,0.016097070779178994
14,0.016697485584287925,0.016050880720865898
15,0.016701695338861573,0.016828641307243295
16,0.016662643757321675,0.01608727243855474
17,0.016655949515187438,0.01615768626198996
18,0.01670462525380005,0.016267909050035036
19,0.01661823814580536,0.01634299951863637
20,0.016558732748616512,0.01600959861020058
21,0.016613468293503013,0.015990796337406948
22,0.01658279498042877,0.015941886738722173
23,0.01659999030846039,0.01628717649145983
24,0.016512426482046275,0.01601021791862297
25,0.016518336849768122,0.016052913023209523
26,0.016483841511053532,0.015959035990290693
27,0.016488314944417715,0.016324580951587068
28,0.016438267303100596,0.016080181357329307
29,0.016480887858869805,0.016037963633172458
30,0.016428441642284086,0.01608055857249765
31,0.016445503197731224,0.01597104189188584
32,0.016378256087884256,0.016039012964609065
33,0.016378590800665692,0.016114374574196216
34,0.016361878200649254,0.01622680050913123
35,0.01631429220743519,0.01628975742251909
36,0.016322570961294212,0.016114161449376548
37,0.01631573347156669,0.016073522400920807
38,0.016353937593169082,0.015975822062329458
39,0.01631922786199378,0.015993863870170426
40,0.01624483547073138,0.016241842200490308
41,0.016265723978271578,0.0161652471237492
42,0.016197679462644454,0.016162320023716387
43,0.016274460760258607,0.016013334830885455
44,0.01618721752693783,0.016226537926991445
45,0.01618362630368613,0.016104532423027642
46,0.01617101412758942,0.016065327006061492
47,0.016126279887150343,0.016511586244197806
48,0.016171834839243688,0.016131143130368782
49,0.01605732552969029,0.016031319500314934
50,0.01612226859275469,0.016130252720187487
51,0.016099999271752957,0.016193362220740484
52,0.016023487880846943,0.01634273234758175
