epoch,train_loss,val_loss
0,0.03239201643032096,0.01781699728504147
1,0.01768505353956712,0.016976506550512884
2,0.01728562984630066,0.01692469784082251
3,0.017125629664642032,0.01631303621579191
4,0.016973289841472634,0.016658551334673404
5,0.016841943303057053,0.016850919538241662
6,0.016605336068417218,0.016993788808273774
7,0.0164741297411792,0.016423901122070147
8,0.01618199666954374,0.016894103230763416
9,0.015999761875013896,0.017424396128710898
10,0.015701164254112245,0.01733516499929913
11,0.015439835873716043,0.017302242612999365
12,0.015180914662174146,0.018311398032971698
13,0.014854392117359852,0.018405319886211226
14,0.014591498691874644,0.01815306040647345
15,0.014304991352398457,0.018509106951819707
16,0.013952779645264587,0.019027734804220254
17,0.013663215949913087,0.019612380296693765
18,0.013331128791789121,0.01983603858178063
19,0.013114870657669428,0.02031136744388251
20,0.012772782536539342,0.021141367402826974
21,0.012516933845784709,0.02176843641622775
22,0.012229326109461902,0.022139470010913192
23,0.011882546181374819,0.022657124879027622
